#name	label	class	CHG	CpG5	CpG3	maxExpr	nSamples	WGA	allData	noExpr	noMeth	noWGA
Sb03g005300	synteny	high	1	1	1	2	0	0.979815	functional	functional	functional	functional
Sb03g005310	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g005265	synteny	high	1	1	0.62	5	12	1	functional	functional	functional	functional
Sb03g005270	synteny	high	1	1	1	4	3	1	functional	functional	functional	functional
Sb03g005250	synteny	high	1	1	1	3	4	1	functional	functional	functional	functional
Sb03g005260	synteny	high	1	1	1	5	1	0.793826	functional	functional	functional	functional
Sb03g005240	synteny	high	1	1	1	4	4	0.996051	functional	functional	functional	functional
Sb03g005160	synteny	high	1	1	1	2	0	0.984848	functional	functional	functional	functional
Sb03g005163	synteny	high	1	1	1	1	0	0.954545	functional	functional	functional	functional
Sb03g005140	synteny	high	0.966702	1	1	2	0	0.0612245	functional	functional	functional	functional
Sb03g005105	synteny	high	1	1	1	1	0	0.418216	functional	functional	functional	functional
Sb03g005090	synteny	high	0.350631	1	0	3	1	1	functional	functional	functional	functional
Sb03g005056	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g005060	synteny	high	1	1	1	4	1	1	functional	functional	functional	functional
Sb03g005070	synteny	high	1	1	1	1	0	0.975496	functional	functional	functional	functional
Sb03g005050	synteny	high	1	0	0	5	12	1	functional	functional	functional	functional
Sb03g005040	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g005030	synteny	high	1	1	1	5	4	1	non	non	functional	non
Sb03g005010	synteny	high	1	1	0	4	9	1	functional	functional	functional	functional
Sb03g004980	synteny	high	1	1	0	3	2	0.999057	functional	functional	functional	functional
Sb03g004970	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb03g004960	synteny	high	1	0	0	4	3	1	functional	functional	functional	functional
Sb03g004950	synteny	high	0.448172	1	0	2	0	1	non	non	non	non
Sb03g004900	synteny	high	1	1	1	4	4	1	functional	functional	functional	functional
Sb03g004820	synteny	high	1	1	1	1	0	0.508115	functional	functional	functional	functional
Sb03g004830	synteny	high	1	1	1	3	6	0.993884	functional	functional	functional	functional
Sb03g004800	synteny	high	1	0.36	0.25	4	5	1	functional	functional	functional	functional
Sb03g004780	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g004790	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g004770	synteny	high	1	1	1	5	12	0.999393	functional	functional	functional	functional
Sb03g004760	synteny	high	1	1	1	5	5	1	functional	functional	functional	functional
Sb03g004740	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g004750	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g004720	synteny	high	1	0.5	1	1	0	1	functional	functional	functional	functional
Sb03g004723	synteny	high	1	0	0	2	0	1	functional	functional	functional	functional
Sb03g004726	synteny	high	1	0	0	3	1	1	functional	functional	functional	functional
Sb03g004710	synteny	high	1	1	1	4	7	1	functional	functional	functional	functional
Sb03g004680	synteny	high	1	1	1	5	11	1	functional	functional	functional	functional
Sb03g004670	synteny	high	1	1	1	4	12	0.99867	functional	functional	functional	functional
Sb03g004660	synteny	high	1	1	1	3	4	0.975316	functional	functional	functional	functional
Sb03g004656	synteny	high	1	0	0.17	4	12	0.625935	functional	functional	functional	functional
Sb03g004650	synteny	high	1	1	1	3	11	1	functional	functional	functional	functional
Sb03g004640	synteny	high	1	1	1	4	11	1	functional	functional	functional	functional
Sb03g004630	synteny	high	1	1	1	4	4	0.590326	functional	functional	functional	functional
Sb03g004620	synteny	high	1	1	1	3	4	1	functional	functional	functional	functional
Sb03g004610	synteny	high	1	0.41	1	3	2	0.960679	functional	functional	functional	functional
Sb03g004600	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g004590	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g004570	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g004580	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb03g004550	synteny	high	1	1	0	4	12	1	functional	functional	functional	functional
Sb03g004540	synteny	high	1	1	1	4	2	0.994631	functional	functional	functional	functional
Sb03g004530	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb03g004520	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g004510	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb03g004490	synteny	high	1	0	1	5	5	1	functional	functional	functional	functional
Sb03g004480	synteny	high	1	1	0.39	1	0	0.966223	functional	functional	functional	functional
Sb03g004445	synteny	high	1	1	1	4	11	0	functional	functional	functional	functional
Sb03g004450	synteny	high	1	1	0	5	12	1	functional	functional	functional	functional
Sb03g004440	synteny	high	1	1	0	4	10	1	functional	functional	functional	functional
Sb03g004430	synteny	high	1	1	1	4	9	1	functional	functional	functional	functional
Sb03g004410	synteny	high	1	1	0	3	10	1	functional	functional	functional	functional
Sb03g004420	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g004390	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g004370	synteny	high	1	1	1	4	5	1	functional	functional	functional	functional
Sb03g004380	synteny	high	1	1	1	2	0	0.996979	functional	functional	functional	functional
Sb03g004360	synteny	high	1	1	0	4	5	1	functional	functional	functional	functional
Sb03g004340	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g004350	synteny	high	1	1	0	5	4	1	functional	functional	functional	functional
Sb03g004330	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g004320	synteny	high	1	0	0	5	12	1	functional	functional	functional	functional
Sb03g004300	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g004270	synteny	high	1	0.69	1	5	12	0.991465	functional	functional	functional	functional
Sb03g004280	synteny	high	1	1	1	3	4	1	functional	functional	functional	functional
Sb03g004290	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g004265	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb03g004240	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g004260	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g004230	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g004220	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g004190	synteny	high	1	1	1	5	8	1	functional	functional	functional	functional
Sb03g004180	synteny	high	1	1	1	4	6	1	functional	functional	functional	functional
Sb03g004160	synteny	high	1	1	1	3	1	0.939646	functional	functional	functional	functional
Sb03g004150	synteny	high	1	1	0.21	4	4	0.943155	functional	functional	functional	functional
Sb03g004130	synteny	high	1	1	0	2	0	0.925355	functional	functional	functional	functional
Sb03g004140	synteny	high	1	1	0.89	1	0	1	functional	functional	functional	functional
Sb03g004125	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g004120	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g004110	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g004090	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g004050	synteny	high	1	1	0	3	2	1	functional	functional	non	functional
Sb03g004070	synteny	high	1	1	1	1	0	0.958015	functional	functional	functional	functional
Sb03g004080	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g004040	synteny	high	1	1	1	4	12	1	functional	functional	non	functional
Sb03g004020	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g004010	synteny	high	1	1	1	4	8	1	functional	functional	functional	functional
Sb03g004000	synteny	high	1	1	1	5	10	0.999737	functional	functional	non	functional
Sb03g003960	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g003970	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g003950	synteny	high	1	1	1	3	4	1	functional	functional	functional	functional
Sb03g003940	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g003930	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g003920	synteny	high	1	0	1	3	3	1	functional	functional	functional	functional
Sb03g003890	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g003870	synteny	high	1	1	1	4	11	1	functional	functional	functional	functional
Sb03g003880	synteny	high	1	1	0	3	7	1	functional	functional	functional	functional
Sb03g003860	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003853	synteny	high	1	0	1	4	3	1	functional	functional	functional	functional
Sb03g003856	synteny	high	1	1	0	3	2	1	functional	functional	functional	functional
Sb03g003850	synteny	high	1	1	1	3	3	1	functional	functional	non	functional
Sb03g003830	synteny	high	1	1	1	4	7	1	functional	functional	functional	functional
Sb03g003820	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g003810	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g003800	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003780	synteny	high	1	1	0	3	2	1	functional	functional	functional	functional
Sb03g003770	synteny	high	1	0	1	3	3	1	functional	functional	functional	functional
Sb03g003750	synteny	high	1	1	1	5	5	0.808851	functional	functional	functional	functional
Sb03g003760	synteny	high	1	1	0.64	4	5	0.997272	functional	functional	functional	functional
Sb03g003725	synteny	high	1	0	0	4	9	1	functional	functional	functional	functional
Sb03g003730	synteny	high	1	1	1	4	5	1	functional	functional	functional	functional
Sb03g003720	synteny	high	1	1	1	4	3	1	functional	functional	functional	functional
Sb03g003700	synteny	high	1	1	1	2	0	0.994175	functional	functional	functional	functional
Sb03g003685	synteny	high	1	0	1	3	1	1	functional	functional	functional	functional
Sb03g003660	synteny	high	1	1	0	3	5	1	functional	functional	functional	functional
Sb03g003670	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb03g003675	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003680	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g003650	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g003640	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g003630	synteny	high	1	1	1	3	1	0.997955	non	functional	non	functional
Sb03g003620	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb03g003610	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003600	synteny	high	1	0	0.88	2	0	1	functional	functional	functional	functional
Sb03g003586	synteny	high	1	0	0	5	12	1	functional	functional	non	functional
Sb03g003590	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003580	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003545	synteny	high	1	1	1	2	0	0.965049	functional	functional	functional	functional
Sb03g003560	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g003530	synteny	high	1	1	1	5	6	1	functional	functional	functional	functional
Sb03g003540	synteny	high	1	1	1	2	0	0.929641	functional	functional	functional	functional
Sb03g003520	synteny	high	1	1	1	4	7	0.950567	functional	functional	functional	functional
Sb03g003500	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003510	synteny	high	0.952528	0.21	1	5	12	1	functional	functional	functional	functional
Sb03g003460	synteny	high	1	1	0	4	12	1	functional	functional	functional	functional
Sb03g003450	synteny	high	1	1	1	5	12	0.973132	functional	functional	functional	functional
Sb03g003440	synteny	high	1	1	1	1	0	0.807192	functional	functional	functional	functional
Sb03g003420	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g003390	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g003375	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb03g003380	synteny	high	1	1	1	3	1	0.915094	functional	functional	functional	functional
Sb03g003370	synteny	high	1	1	1	4	4	1	functional	functional	functional	functional
Sb03g003360	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003350	synteny	high	1	1	1	4	12	0.989324	functional	functional	functional	functional
Sb03g003345	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb03g003330	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g003310	synteny	high	1	1	1	5	4	1	functional	functional	functional	functional
Sb03g003320	synteny	high	1	1	0	5	12	0.976556	functional	functional	functional	functional
Sb03g003300	synteny	high	1	1	1	4	10	1	functional	functional	functional	functional
Sb03g003290	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003280	synteny	high	1	1	1	2	0	0.914481	functional	functional	functional	functional
Sb03g003270	synteny	high	1	1	1	3	9	1	functional	functional	functional	functional
Sb03g003240	synteny	high	1	1	1	4	5	1	functional	functional	functional	functional
Sb03g003230	synteny	high	1	1	0.94	5	7	0.997388	functional	functional	functional	functional
Sb03g003220	synteny	high	1	1	1	5	12	0.924396	functional	functional	functional	functional
Sb03g003200	synteny	high	0.97698	1	0.26	3	3	0.952118	functional	functional	functional	functional
Sb03g003210	synteny	high	1	1	1	4	4	1	functional	functional	functional	functional
Sb03g003190	synteny	high	1	1	1	5	4	1	functional	functional	functional	functional
Sb03g003180	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003170	synteny	high	1	1	0	4	6	1	functional	functional	functional	functional
Sb03g003160	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g003130	synteny	high	1	1	1	4	6	1	functional	functional	functional	functional
Sb03g003140	synteny	high	1	1	1	5	12	1	non	non	functional	non
Sb03g003110	synteny	high	0.996247	1	1	5	10	1	functional	functional	functional	functional
Sb03g003120	synteny	high	1	1	1	4	4	1	functional	functional	functional	functional
Sb03g003100	synteny	high	1	1	1	4	4	1	functional	functional	functional	functional
Sb03g003080	synteny	high	1	1	1	5	8	1	functional	functional	functional	functional
Sb03g003070	synteny	high	1	1	1	4	3	1	functional	functional	functional	functional
Sb03g003050	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g003030	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003020	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003010	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb03g003005	synteny	high	1	0	1	2	0	1	functional	functional	functional	functional
Sb03g002997	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g003000	synteny	high	1	1	1	3	6	1	functional	functional	functional	functional
Sb03g002990	synteny	high	1	1	0	5	3	1	functional	functional	functional	functional
Sb03g002980	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g002970	synteny	high	1	1	1	5	8	1	functional	functional	functional	functional
Sb03g002960	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb03g002950	synteny	high	1	1	0	4	10	0.970322	functional	functional	functional	functional
Sb03g002920	synteny	high	1	1	1	5	12	0.991649	functional	functional	functional	functional
Sb03g002930	synteny	high	1	1	1	4	9	1	functional	functional	functional	functional
Sb03g002935	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g002910	synteny	high	1	1	1	1	0	0.93293	functional	functional	functional	functional
Sb03g002880	synteny	high	1	1	0	3	2	1	functional	functional	functional	functional
Sb03g002890	synteny	high	1	1	1	4	11	1	non	non	non	non
Sb03g002870	synteny	high	1	1	1	3	7	1	functional	functional	functional	functional
Sb03g002860	synteny	high	1	1	0	3	8	1	functional	functional	functional	functional
Sb03g002840	synteny	high	1	1	0	3	10	1	functional	functional	functional	functional
Sb03g002820	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002810	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002800	synteny	high	1	1	1	5	3	0.88105	functional	functional	functional	functional
Sb03g002790	synteny	high	1	1	1	3	12	1	functional	functional	functional	functional
Sb03g002750	synteny	high	1	1	1	4	5	0.901861	functional	functional	functional	functional
Sb03g002760	synteny	high	1	1	1	4	4	0.983217	functional	functional	functional	functional
Sb03g002700	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002710	synteny	high	1	1	1	5	7	1	functional	functional	functional	functional
Sb03g002680	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g002690	synteny	high	1	1	0	4	11	1	functional	functional	functional	functional
Sb03g002650	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g002660	synteny	high	1	1	1	4	5	1	functional	functional	functional	functional
Sb03g002630	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002640	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g002620	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g002610	synteny	high	1	1	1	5	7	1	functional	functional	functional	functional
Sb03g002600	synteny	high	1	1	1	1	0	0.0201613	functional	functional	functional	functional
Sb03g002590	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002580	synteny	high	1	1	1	3	4	1	functional	functional	functional	functional
Sb03g002560	synteny	high	1	1	1	5	1	1	functional	functional	functional	functional
Sb03g002570	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g002550	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g002525	synteny	high	1	1	1	5	1	1	non	non	non	non
Sb03g002540	synteny	high	1	1	1	5	8	0.984241	functional	functional	functional	functional
Sb03g002515	synteny	high	0	0	0	1	0	0	functional	functional	functional	functional
Sb03g002520	synteny	high	1	0	1	2	0	1	functional	functional	functional	functional
Sb03g002510	synteny	high	1	1	1	3	4	1	functional	functional	functional	functional
Sb03g002500	synteny	high	1	1	1	1	0	0.990079	functional	functional	functional	functional
Sb03g002480	synteny	high	1	1	1	5	9	1	functional	functional	functional	functional
Sb03g002490	synteny	high	1	1	1	4	2	1	functional	functional	functional	functional
Sb03g002470	synteny	high	1	1	1	2	0	0.6067	functional	functional	functional	functional
Sb03g002450	synteny	high	1	1	1	4	3	1	functional	functional	functional	functional
Sb03g002460	synteny	high	1	1	1	4	2	1	functional	functional	functional	functional
Sb03g002420	synteny	high	1	1	0	5	12	0.934969	functional	functional	functional	functional
Sb03g002425	synteny	high	1	1	1	1	0	0.0281543	functional	functional	functional	functional
Sb03g002430	synteny	high	1	1	1	1	0	0.997869	functional	functional	functional	functional
Sb03g002400	synteny	high	1	1	1	2	0	0.901508	functional	functional	functional	functional
Sb03g002390	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002380	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g002370	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002350	synteny	high	1	1	0.52	5	12	1	functional	functional	functional	functional
Sb03g002360	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g002340	synteny	high	1	1	0	5	1	1	functional	functional	functional	functional
Sb03g002310	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g002300	synteny	high	1	1	0.87	3	1	1	functional	functional	functional	functional
Sb03g002270	synteny	high	1	1	1	4	8	1	functional	functional	functional	functional
Sb03g002260	synteny	high	0.950811	1	0.66	3	2	0.894016	functional	functional	functional	functional
Sb03g002250	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g002240	synteny	high	1	1	1	2	0	0.99672	functional	functional	functional	functional
Sb03g002210	synteny	high	1	1	1	4	8	1	functional	functional	functional	functional
Sb03g002220	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g002180	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g002190	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g002170	synteny	high	1	0	1	4	3	1	functional	functional	functional	functional
Sb03g002150	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002130	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002120	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002100	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002090	synteny	high	1	1	1	5	10	0.970618	functional	functional	functional	functional
Sb03g002080	synteny	high	1	1	1	5	8	1	functional	functional	functional	functional
Sb03g002070	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g002060	synteny	high	1	1	1	3	2	0.941309	functional	functional	functional	functional
Sb03g002050	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g002040	synteny	high	1	1	1	1	0	0	functional	functional	functional	functional
Sb03g002030	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb03g002020	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g001990	synteny	high	1	1	1	3	1	0.966268	functional	functional	functional	functional
Sb03g001970	synteny	high	1	1	1	1	0	0.995745	functional	functional	functional	functional
Sb03g001980	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g001960	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g001940	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g001930	synteny	high	1	1	1	2	0	0.837979	functional	functional	functional	functional
Sb03g001920	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb03g001910	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb03g001890	synteny	high	1	1	1	5	9	1	functional	functional	functional	functional
Sb03g001880	synteny	high	1	1	1	2	0	0.999091	functional	functional	functional	functional
Sb03g001870	synteny	high	1	1	1	5	5	0.865256	functional	functional	functional	functional
Sb03g001860	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g001850	synteny	high	1	1	1	4	4	1	functional	functional	functional	functional
Sb03g001840	synteny	high	1	1	1	2	0	0.894818	functional	functional	functional	functional
Sb03g001830	synteny	high	1	0.94	1	4	1	0.842823	functional	functional	functional	functional
Sb03g001820	synteny	high	1	1	1	1	0	0.975199	functional	functional	functional	functional
Sb03g001810	synteny	high	1	1	1	4	4	0.889915	functional	functional	functional	functional
Sb03g001800	synteny	high	1	1	1	4	9	1	functional	functional	functional	functional
Sb03g001770	synteny	high	1	1	1	2	0	0.906081	functional	functional	functional	functional
Sb03g001750	synteny	high	1	1	1	4	7	0.889025	functional	functional	functional	functional
Sb03g001740	synteny	high	1	1	1	4	7	1	functional	functional	functional	functional
Sb03g001730	synteny	high	1	1	1	5	4	0.814548	functional	functional	functional	functional
Sb03g001720	synteny	high	1	1	1	3	6	1	functional	functional	functional	functional
Sb03g001700	synteny	high	1	1	1	4	1	0.943376	functional	functional	functional	functional
Sb03g001690	synteny	high	1	1	0	3	5	1	functional	functional	functional	functional
Sb03g001670	synteny	high	1	1	0.98	2	0	0.943257	functional	functional	functional	functional
Sb03g001650	synteny	high	1	1	1	3	2	0.86875	functional	functional	functional	functional
Sb03g001620	synteny	high	1	1	1	4	8	1	functional	functional	functional	functional
Sb03g001630	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g001640	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb03g001600	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g001590	synteny	high	1	1	1	4	4	1	functional	functional	functional	functional
Sb03g001580	synteny	high	1	1	1	1	0	0.902597	functional	functional	functional	functional
Sb03g001520	synteny	high	1	1	1	5	4	1	functional	functional	functional	functional
Sb03g001530	synteny	high	1	1	1	4	5	1	functional	functional	functional	functional
Sb03g001540	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g001550	synteny	high	1	1	1	5	12	0.938971	functional	functional	functional	functional
Sb03g001560	synteny	high	0.94625	1	0	3	1	1	functional	functional	functional	functional
Sb03g001500	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g001480	synteny	high	1	1	0	4	2	0.95323	functional	functional	functional	functional
Sb03g001490	synteny	high	1	1	1	4	4	0.949958	functional	functional	functional	functional
Sb03g001450	synteny	high	1	1	0	1	0	0.891933	functional	functional	functional	functional
Sb03g001430	synteny	high	1	1	1	4	5	0.421512	functional	functional	functional	functional
Sb03g001420	synteny	high	1	1	1	4	5	1	functional	functional	functional	functional
Sb03g001400	synteny	high	1	1	1	4	4	1	functional	functional	non	functional
Sb03g001390	synteny	high	1	0	1	4	4	0.91918	functional	functional	functional	functional
Sb03g001380	synteny	high	1	1	1	3	4	1	functional	functional	functional	functional
Sb03g001350	synteny	high	1	1	1	5	10	0.991736	functional	functional	functional	functional
Sb03g001360	synteny	high	1	1	1	5	9	1	functional	functional	functional	functional
Sb03g001370	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g001335	synteny	high	1	1	1	3	10	1	functional	functional	functional	functional
Sb03g001340	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g001320	synteny	high	1	1	1	4	4	0.97224	functional	functional	functional	functional
Sb03g001330	synteny	high	1	1	0	1	0	1	functional	functional	functional	functional
Sb03g001310	synteny	high	1	1	1	3	5	1	functional	functional	functional	functional
Sb03g001300	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g001296	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g001280	synteny	high	1	1	1	4	3	0.937925	functional	functional	functional	functional
Sb03g001260	synteny	high	0.783435	1	0	1	0	1	functional	functional	functional	functional
Sb03g001270	synteny	high	1	0.94	0	4	12	1	functional	functional	functional	functional
Sb03g001250	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g001230	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g001220	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g001200	synteny	high	1	1	1	5	1	0.749701	functional	functional	functional	functional
Sb03g001210	synteny	high	1	1	1	3	7	1	functional	functional	functional	functional
Sb03g001180	synteny	high	1	1	1	4	4	0.118254	functional	functional	functional	functional
Sb03g001190	synteny	high	1	1	0.55	1	0	0.868468	functional	functional	functional	functional
Sb03g001170	synteny	high	1	1	1	5	3	1	functional	functional	functional	functional
Sb03g001140	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g001150	synteny	high	1	1	1	4	2	1	functional	functional	functional	functional
Sb03g001120	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb03g001130	synteny	high	1	1	1	5	4	0.998775	functional	functional	functional	functional
Sb03g001116	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g001113	synteny	high	1	1	1	4	2	0.978525	functional	functional	functional	functional
Sb03g001110	synteny	high	1	1	1	3	1	0.894536	non	non	functional	non
Sb03g001100	synteny	high	1	0.49	1	4	8	1	functional	functional	functional	functional
Sb03g001090	synteny	high	1	1	1	3	12	1	functional	functional	functional	functional
Sb03g001085	synteny	high	1	1	0.33	5	12	1	functional	functional	functional	functional
Sb03g001080	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g001060	synteny	high	1	1	1	1	0	0.966309	functional	functional	functional	functional
Sb03g001070	synteny	high	1	1	1	3	1	0.971031	functional	functional	functional	functional
Sb03g001050	synteny	high	1	1	1	1	0	0.0380022	functional	functional	functional	functional
Sb03g001040	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g001030	synteny	high	0.985448	1	0.29	2	0	1	functional	functional	functional	functional
Sb03g001010	synteny	high	1	0	1	1	0	0	functional	functional	functional	functional
Sb03g000950	synteny	high	1	1	1	4	9	1	non	non	non	non
Sb03g000960	synteny	high	1	1	1	4	2	0.563055	functional	functional	functional	functional
Sb03g000970	synteny	high	1	1	1	3	10	1	functional	functional	functional	functional
Sb03g000940	synteny	high	1	0.97	1	3	3	0.999045	functional	functional	functional	functional
Sb03g000920	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g000930	synteny	high	1	0	1	3	3	1	functional	functional	functional	functional
Sb03g000910	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g000890	synteny	high	1	1	1	4	4	1	functional	functional	functional	functional
Sb03g000880	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
